Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Odometer_Reading,Service_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status
Motorcycle,63736,4,1,Electric,Manual,46498,1,12.580251,New,Worn Out,Good
Truck,38400,5,9,Petrol,Manual,49589,7,12.48507786,New,Good,New
Motorcycle,53888,0,8,Petrol,Automatic,20554,6,11.13838148,Good,Worn Out,New
Motorcycle,64312,4,10,Petrol,Manual,33810,6,17.60170621,New,Good,New
Bus,56248,0,1,Petrol,Manual,145912,1,13.97879327,Good,Worn Out,New
Van,52420,2,8,Diesel,Automatic,36142,5,12.16283098,New,Worn Out,Good
Motorcycle,46602,5,7,Electric,Automatic,98500,8,14.53636044,Worn Out,Worn Out,Weak
SUV,33240,3,6,Electric,Automatic,12040,4,16.73184603,Good,Worn Out,Good
Bus,61967,1,3,Diesel,Automatic,10778,2,13.21491216,Good,New,Good
Bus,35483,5,2,Diesel,Manual,98637,7,18.09107726,New,Good,Good
SUV,78285,3,5,Petrol,Automatic,146517,7,19.89255884,Worn Out,Good,Weak
Truck,58852,1,6,Electric,Manual,1222,4,12.30878689,Worn Out,New,New
Van,46786,5,2,Diesel,Automatic,72943,3,10.29670437,New,Good,Good
SUV,72887,0,1,Petrol,Automatic,2516,3,10.63525472,Good,New,New
SUV,36424,2,2,Petrol,Manual,59505,2,11.35960909,Worn Out,Good,Weak
Truck,78737,2,9,Diesel,Manual,40643,10,19.78851368,Worn Out,New,New
Van,53746,2,5,Electric,Manual,138633,10,13.09456983,New,Good,Weak
Car,54102,0,3,Diesel,Manual,116938,1,13.51430884,New,Worn Out,New
Bus,67340,5,3,Petrol,Manual,83166,2,15.85266326,Worn Out,Worn Out,Weak
Motorcycle,46666,3,5,Diesel,Manual,27306,9,18.89840645,Worn Out,Good,Good
Car,34311,5,3,Electric,Manual,132931,3,16.433893,Good,Worn Out,Good
SUV,65570,3,9,Electric,Automatic,31288,4,10.18650612,Good,Good,Weak
Bus,35069,1,2,Diesel,Automatic,144184,6,19.84899489,New,Good,Good
Car,45148,5,2,Petrol,Manual,133277,1,12.56462893,New,Worn Out,New
Motorcycle,53660,1,10,Diesel,Automatic,57371,8,14.15347316,Worn Out,Worn Out,New
Bus,39935,1,6,Petrol,Manual,25765,9,14.5905739,Worn Out,Good,Weak
SUV,62506,4,2,Diesel,Automatic,85007,4,10.50563083,New,New,New
Car,76268,1,7,Diesel,Automatic,24886,5,11.91584042,Good,New,New
Motorcycle,72379,5,6,Electric,Manual,99899,1,16.29828652,Worn Out,Good,Good
Motorcycle,76258,5,10,Electric,Automatic,46374,3,19.2443463,Good,Good,Good
Truck,67496,1,3,Diesel,Automatic,145571,5,14.19231018,Good,Good,Weak
Motorcycle,44127,1,2,Diesel,Manual,121374,3,12.22968553,New,New,Weak
Motorcycle,75462,2,5,Petrol,Manual,108423,9,11.53627771,Good,New,Good
Motorcycle,62563,0,5,Petrol,Automatic,39652,4,14.6564864,Good,New,Good
SUV,37776,1,2,Petrol,Manual,16734,3,11.26354137,Good,Good,New
SUV,55359,3,10,Petrol,Automatic,79263,5,17.25940782,Good,New,New
Car,58033,4,2,Diesel,Manual,131011,6,17.4308975,Good,Good,Weak
Van,59201,4,9,Diesel,Automatic,74058,4,11.32612755,New,Worn Out,Weak
Car,57341,4,6,Electric,Automatic,143427,6,17.13224328,Worn Out,Good,Good
Bus,51346,1,4,Electric,Automatic,26408,3,16.16605558,Worn Out,New,New
Motorcycle,59267,1,6,Electric,Automatic,13371,10,15.30154698,Good,Worn Out,New
Bus,40039,1,10,Petrol,Automatic,137807,7,16.17332279,Good,Good,Weak
SUV,51393,0,1,Petrol,Manual,9459,1,12.58810117,Worn Out,New,Good
Car,54098,1,1,Petrol,Manual,16426,8,11.34097717,Good,Worn Out,Weak
Car,43376,4,8,Electric,Automatic,81648,7,16.55859304,New,Good,Weak
Motorcycle,78787,0,3,Petrol,Automatic,118239,4,12.19342488,Worn Out,Good,Weak
Car,60169,0,10,Diesel,Automatic,45402,6,15.80726416,Worn Out,New,Weak
SUV,52954,3,3,Electric,Manual,136399,9,19.43573249,New,Good,Good
Bus,71563,5,9,Petrol,Manual,83699,6,17.72339281,Good,Worn Out,Good
Car,50520,5,3,Electric,Automatic,81100,5,14.07358534,Good,Worn Out,New
Car,58710,2,6,Petrol,Automatic,48765,3,12.38082049,Good,Worn Out,Good
Car,43536,0,4,Petrol,Manual,24329,6,15.22199061,Worn Out,Good,New
Van,56613,4,9,Petrol,Automatic,5746,9,15.20556767,Worn Out,Worn Out,Good
Van,67472,3,2,Electric,Manual,78223,10,15.14225695,Worn Out,New,Good
Van,51022,1,1,Diesel,Automatic,93338,2,17.07242689,New,Worn Out,New
Car,59362,2,5,Petrol,Automatic,21144,8,11.04009199,Worn Out,New,New
Bus,79975,4,7,Petrol,Automatic,95600,3,16.75832739,Worn Out,New,Good
Van,74443,2,3,Diesel,Manual,115389,5,14.87372286,New,Worn Out,New
Van,33546,3,4,Petrol,Manual,142409,6,17.97882773,Good,Good,Weak
Van,67484,3,9,Petrol,Automatic,39419,6,10.02348057,Worn Out,Good,Weak
Truck,75071,1,8,Petrol,Automatic,68258,3,13.49309489,New,New,Weak
SUV,53958,1,2,Petrol,Automatic,36996,6,15.59079078,Worn Out,Good,Weak
Truck,57208,3,2,Petrol,Manual,24443,9,12.04643442,Worn Out,Good,Weak
Truck,57422,0,10,Diesel,Automatic,120029,9,17.73057804,New,New,New
Motorcycle,46704,5,10,Petrol,Manual,21410,2,13.10709629,Good,Good,Good
Truck,48583,3,4,Diesel,Automatic,39836,6,15.93017788,Worn Out,New,Good
Bus,54661,1,2,Electric,Automatic,51645,10,10.15078611,New,New,New
Bus,76534,4,7,Electric,Manual,11752,3,12.01098302,New,New,Weak
Van,40161,1,10,Petrol,Automatic,135208,8,13.12705814,New,New,New
Truck,80000,0,9,Petrol,Automatic,37458,9,16.96404872,Good,Good,Good
Truck,34020,3,7,Electric,Manual,62037,7,18.03315988,New,New,Good
Motorcycle,33436,5,4,Electric,Manual,142564,6,18.86995786,Good,Good,Good
Car,68918,0,5,Electric,Manual,121166,1,16.57317886,Good,New,Good
SUV,73384,0,6,Electric,Manual,102570,10,12.51217039,Worn Out,Good,Good
Truck,34377,0,1,Electric,Automatic,100173,8,14.14334746,New,New,Weak
Van,49723,0,8,Electric,Manual,81593,2,16.12490513,Worn Out,New,Good
Van,58572,4,6,Diesel,Automatic,149849,1,19.35824516,New,Good,New
Van,62813,2,3,Petrol,Manual,11442,5,19.76994839,Worn Out,Worn Out,Weak
SUV,46178,0,10,Diesel,Automatic,147783,4,10.69933026,Good,Worn Out,Weak
SUV,73746,5,1,Petrol,Automatic,3590,7,16.96971185,Good,Good,Good
Car,53357,4,3,Electric,Manual,69188,7,13.60767117,New,Worn Out,Weak
Motorcycle,52333,2,10,Petrol,Manual,42758,3,14.4037303,New,New,Good
Bus,51029,4,8,Petrol,Automatic,108288,8,10.47919661,Good,Worn Out,Good
Bus,33080,1,4,Electric,Manual,69519,7,12.68902236,Worn Out,New,Good
Truck,52171,1,1,Petrol,Manual,78903,7,17.29004493,Good,Worn Out,New
Bus,43734,0,6,Electric,Manual,39827,3,14.85096393,Worn Out,Good,Good
Motorcycle,35069,5,3,Diesel,Manual,105823,2,10.48063705,Worn Out,Good,Weak
SUV,77657,0,9,Diesel,Automatic,3047,7,13.72498042,Good,Worn Out,Weak
Bus,47777,0,1,Petrol,Manual,139302,8,14.37594775,Worn Out,New,Good
Truck,58012,1,9,Electric,Automatic,18500,10,14.27627511,Good,New,Good
Truck,49248,1,3,Petrol,Automatic,18479,2,16.04073235,Good,Good,New
Van,51530,3,2,Electric,Manual,29417,1,11.72976657,Good,Worn Out,New
Car,31751,0,6,Diesel,Automatic,146860,10,10.55127661,New,New,New
SUV,76583,5,8,Diesel,Automatic,34009,8,13.11594992,New,Good,New
Motorcycle,42233,0,5,Electric,Automatic,96242,2,19.92906913,Worn Out,New,New
Truck,38288,5,8,Petrol,Automatic,33807,3,11.42536021,Worn Out,Good,New
Van,75514,3,3,Petrol,Automatic,93254,8,15.03317701,Good,Worn Out,Weak
SUV,34261,0,3,Petrol,Automatic,127258,8,11.67261532,Good,Good,Weak
Car,75070,4,3,Electric,Manual,76095,6,18.15832612,Good,New,Good
Van,62334,2,9,Petrol,Automatic,50217,9,13.89222906,Good,Good,Weak
Car,45455,0,2,Petrol,Automatic,47223,1,13.05380629,Worn Out,New,Good
Bus,55620,1,5,Petrol,Automatic,121199,3,16.27931888,New,Worn Out,Weak
Motorcycle,47678,0,2,Diesel,Manual,1587,7,17.6648716,Worn Out,Good,New
Motorcycle,45714,3,9,Electric,Automatic,42132,8,17.71877714,Worn Out,Good,Weak
SUV,37387,1,2,Electric,Manual,43796,1,18.68910478,Worn Out,New,Weak
Motorcycle,57022,2,10,Petrol,Manual,102893,1,17.21182106,Good,Good,Good
Van,62436,2,6,Diesel,Automatic,109442,10,14.86377834,Worn Out,Good,Weak
Motorcycle,35993,2,1,Electric,Manual,148286,4,11.45267193,Good,New,Good
Motorcycle,54179,1,8,Petrol,Automatic,117470,9,18.20194191,Worn Out,Good,New
Truck,60498,4,6,Electric,Manual,51250,2,16.64446347,Good,Good,Good
Car,42306,3,10,Petrol,Automatic,113179,3,12.59983264,Worn Out,Good,New
Motorcycle,61321,3,10,Diesel,Automatic,50679,8,14.06016549,New,New,Weak
SUV,42532,2,5,Diesel,Manual,113425,9,15.67459323,New,Good,Good
SUV,79092,4,5,Diesel,Manual,17033,1,19.36715578,New,New,Weak
Van,50453,1,3,Petrol,Manual,13220,8,14.50721877,Worn Out,Good,Good
Car,45901,2,10,Electric,Automatic,77880,3,19.12680856,Good,Good,Good
Bus,63288,2,10,Diesel,Manual,23616,8,19.63597827,Worn Out,Worn Out,New
Motorcycle,69355,0,8,Diesel,Automatic,9318,1,13.35850219,Worn Out,Worn Out,New
Bus,48643,5,2,Petrol,Automatic,130821,6,18.35924141,Good,New,New
Car,60291,1,9,Electric,Automatic,3331,10,16.77639065,New,New,Good
Truck,58854,1,7,Electric,Automatic,81072,10,16.51068674,Good,Worn Out,Good
Motorcycle,33807,3,7,Diesel,Manual,75575,10,11.73058385,New,Good,Good
Bus,64786,5,2,Petrol,Automatic,85233,10,16.96535357,Worn Out,Worn Out,New
Bus,37668,4,1,Electric,Manual,92214,2,18.74222859,Good,New,Weak
Bus,63198,2,8,Diesel,Manual,85925,1,14.16785876,Worn Out,Good,Good
Van,42400,0,5,Petrol,Automatic,133649,7,19.90385908,Good,Worn Out,Good
Van,65609,1,9,Diesel,Automatic,8371,1,11.61008996,Good,Worn Out,Good
Truck,42362,2,10,Petrol,Manual,87652,2,16.72188299,Good,New,New
Truck,40453,4,2,Petrol,Automatic,131907,4,19.7788772,Worn Out,New,New
Motorcycle,34745,0,2,Electric,Automatic,97530,2,10.07179209,Good,Worn Out,Weak
SUV,48066,2,6,Electric,Manual,50187,10,14.39966579,Worn Out,Good,Good
Van,64051,5,2,Electric,Automatic,91756,3,14.49489315,Worn Out,Good,Good
Bus,52860,0,5,Diesel,Manual,107264,7,19.91628162,Good,Good,New
Van,33215,2,7,Petrol,Manual,87423,10,16.54255234,New,New,New
Bus,59067,1,3,Diesel,Automatic,81225,6,14.03347953,Worn Out,Worn Out,New
Truck,48170,1,10,Petrol,Automatic,97813,1,15.77370111,New,New,New
SUV,42818,1,10,Petrol,Manual,103910,4,10.05452356,Worn Out,Worn Out,New
Van,44249,5,8,Electric,Manual,97907,3,18.23843496,New,Worn Out,New
SUV,72777,3,10,Diesel,Automatic,12784,7,17.76564768,Worn Out,Worn Out,Good
Car,35745,1,4,Petrol,Manual,63907,6,12.88230082,New,Worn Out,Good
SUV,77546,3,6,Diesel,Automatic,94698,3,17.96195917,Worn Out,New,Weak
Motorcycle,51674,1,5,Diesel,Automatic,105657,10,18.99310294,New,Worn Out,Good
SUV,65009,5,5,Electric,Automatic,127669,9,11.97031756,Good,New,Good
Bus,67889,0,2,Electric,Manual,110896,7,13.97846168,Worn Out,New,Good
Truck,65293,4,4,Diesel,Manual,86607,3,18.38214392,Good,New,New
Van,66080,4,2,Diesel,Manual,40019,4,19.58789456,New,Worn Out,Weak
Motorcycle,36483,0,1,Diesel,Automatic,9528,7,13.38634653,Good,New,New
SUV,78811,3,8,Diesel,Automatic,126195,6,11.93856382,New,New,Good
Motorcycle,45850,2,5,Diesel,Manual,144076,8,12.21734242,Good,New,New
Motorcycle,38330,1,10,Electric,Automatic,69728,9,16.95628534,Good,Good,Weak
Van,79594,0,3,Diesel,Manual,36103,4,19.06746864,Worn Out,Worn Out,Weak
Car,70621,4,2,Diesel,Manual,29614,1,18.9764693,Good,New,New
Bus,72489,5,1,Petrol,Manual,117733,3,16.02648422,Good,Worn Out,Good
Bus,74458,2,4,Electric,Automatic,109574,4,16.81254389,Good,Worn Out,Good
Car,51758,0,2,Electric,Manual,66308,6,17.09843377,Good,New,Good
Van,35772,4,8,Petrol,Automatic,79855,4,17.94247856,New,New,Good
SUV,30106,5,10,Petrol,Automatic,134159,4,13.59320258,Good,New,Weak
Van,52042,3,6,Electric,Automatic,136506,9,10.70044244,Good,Worn Out,Good
Motorcycle,49107,4,10,Electric,Automatic,109197,8,11.46593225,Worn Out,New,Weak
Van,30143,4,8,Diesel,Automatic,19977,1,13.5847718,New,Worn Out,New
Motorcycle,76865,2,8,Diesel,Automatic,81960,7,19.62457418,New,Good,Good
Motorcycle,58264,1,8,Electric,Manual,56180,4,10.0554416,New,Worn Out,Weak
Motorcycle,58789,0,5,Electric,Automatic,8895,7,18.43952826,Good,Good,Weak
Van,46856,1,4,Diesel,Automatic,139447,6,18.44826851,New,Worn Out,Weak
Car,64428,2,10,Electric,Automatic,27776,8,18.71675787,Good,New,Good
Bus,51220,5,5,Petrol,Manual,62760,1,15.43104523,Good,Worn Out,Weak
Truck,43898,5,9,Diesel,Manual,39554,9,13.80256136,Good,Good,New
Car,67007,0,10,Diesel,Automatic,18239,6,16.1663139,Good,Good,Weak
Car,49244,2,7,Diesel,Manual,95465,3,15.62840047,Good,Good,Weak
SUV,77639,2,5,Electric,Automatic,10985,6,10.15727237,Good,Good,New
SUV,68859,0,7,Petrol,Manual,52785,10,18.89279807,Worn Out,New,Weak
SUV,74290,0,8,Petrol,Manual,122306,7,10.49211281,New,Good,Weak
Car,70089,5,8,Diesel,Manual,88254,3,11.74024408,Good,Good,Good
Motorcycle,58239,5,9,Diesel,Manual,11572,10,12.77085824,Worn Out,New,New
Truck,31153,2,3,Electric,Manual,93885,5,19.03880524,New,Good,Weak
Bus,33578,3,2,Electric,Automatic,31883,9,13.9392566,Worn Out,Worn Out,Weak
Van,37854,0,10,Electric,Manual,110557,1,16.6339049,Worn Out,Worn Out,New
Car,54344,1,8,Diesel,Manual,131408,5,13.93784321,New,Good,Weak
Bus,38905,1,4,Petrol,Automatic,124780,9,10.17194023,Good,Good,Good
Bus,53246,0,5,Diesel,Automatic,130451,3,16.85942977,Good,New,New
Car,76252,0,8,Petrol,Automatic,70414,8,11.55050869,Good,Worn Out,Good
Truck,52406,2,10,Diesel,Manual,60984,4,18.39584638,Worn Out,New,Good
Bus,48241,5,9,Diesel,Manual,35165,1,17.13626807,New,Worn Out,Weak
Bus,65910,1,1,Diesel,Automatic,140566,4,14.75854958,Worn Out,Good,New
Car,63464,5,5,Petrol,Automatic,138269,1,12.05120106,Good,Good,Good
Car,54875,2,4,Electric,Manual,14628,2,16.0461873,Worn Out,Good,Weak
Car,47979,4,2,Diesel,Automatic,84197,7,10.66195662,New,New,New
Car,50191,3,5,Diesel,Automatic,87152,8,19.38426624,Worn Out,New,New
Van,30305,0,2,Diesel,Manual,25240,9,12.67014913,New,New,New
Car,55562,3,2,Diesel,Automatic,115351,4,12.72101373,Worn Out,Good,New
Van,50755,0,5,Diesel,Automatic,98401,8,16.27949053,New,Good,Good
Van,33575,1,2,Diesel,Automatic,110393,3,10.49225747,New,Worn Out,Weak
SUV,56001,4,6,Petrol,Manual,8736,4,13.23792498,Good,Good,Good
Motorcycle,66984,4,8,Electric,Automatic,90870,7,16.80320615,New,Worn Out,Good
Motorcycle,42604,1,1,Electric,Manual,149080,6,17.53282059,Good,New,Weak
SUV,67015,1,8,Petrol,Automatic,45787,7,13.78224118,Good,Worn Out,New
Car,73985,5,5,Diesel,Automatic,114110,2,11.56682731,New,Worn Out,New
SUV,56251,3,3,Electric,Manual,137316,5,11.71267192,Worn Out,Good,Good
Truck,77395,0,1,Electric,Automatic,84573,8,13.42526965,Worn Out,New,New
Van,38060,2,8,Diesel,Manual,140833,3,17.33956136,Worn Out,New,Weak
Car,59316,4,6,Electric,Manual,5306,6,11.63744168,New,Good,New
Car,54417,4,9,Petrol,Automatic,17018,6,14.15921981,Good,New,Weak
Motorcycle,45857,3,9,Petrol,Automatic,77015,6,19.06206938,New,New,New
Motorcycle,71384,5,7,Petrol,Automatic,73723,4,16.15994059,Good,Worn Out,Good
Bus,48316,0,4,Petrol,Automatic,13098,4,18.03514554,New,New,New
Motorcycle,76170,0,2,Electric,Manual,85211,2,16.92815599,New,New,New
Van,41255,5,7,Petrol,Manual,47120,2,15.73559329,Worn Out,Worn Out,Weak
Truck,37027,5,3,Petrol,Manual,39535,10,12.48932354,Worn Out,Worn Out,Weak
Motorcycle,38435,0,6,Diesel,Manual,102096,5,11.07138121,Good,Good,New
Bus,30006,5,10,Petrol,Manual,37981,8,17.73829223,Worn Out,Good,Good
Bus,75931,0,8,Electric,Automatic,41461,4,16.97236585,Worn Out,Worn Out,Good
Truck,65177,1,6,Electric,Automatic,22095,1,16.15742474,Good,Worn Out,Good
Car,59447,2,2,Petrol,Manual,19516,5,14.4492217,Worn Out,Worn Out,New
SUV,49017,5,8,Electric,Manual,87584,10,10.15201639,Good,Good,New
Van,52707,0,5,Diesel,Manual,121130,4,17.69530114,Worn Out,New,Good
Bus,34992,3,4,Electric,Automatic,143116,7,11.15315149,Good,New,New
Van,62246,2,2,Electric,Manual,88056,10,13.04296589,New,Good,Weak
Car,46327,0,6,Electric,Automatic,43060,2,10.89013829,Worn Out,Worn Out,New
Bus,49372,1,1,Electric,Manual,117782,1,11.38742095,Worn Out,Good,Weak
Car,39326,3,8,Diesel,Manual,52079,9,11.17655892,New,Worn Out,New
Van,51887,3,3,Electric,Automatic,145366,5,15.65816953,Worn Out,Good,Good
Van,51487,4,9,Petrol,Automatic,36537,1,12.61360091,Worn Out,Good,Weak
Truck,59631,0,2,Petrol,Manual,110177,3,19.71199542,New,New,New
Truck,41315,0,8,Petrol,Manual,110243,4,14.23684914,Worn Out,Good,Good
Motorcycle,44401,2,6,Diesel,Automatic,57892,10,17.18409379,Good,Worn Out,Good
Motorcycle,55297,0,3,Electric,Manual,48085,8,17.87534612,New,Good,Good
Car,70056,4,10,Petrol,Automatic,131252,8,14.67901591,Worn Out,New,Weak
SUV,49293,3,4,Petrol,Automatic,68086,8,10.53117741,New,Good,New
Van,37989,3,6,Electric,Automatic,77593,7,15.63067049,Worn Out,Good,Good
Truck,51119,0,6,Diesel,Manual,71471,1,16.48314888,Worn Out,Good,New
Van,66455,1,5,Petrol,Manual,38600,8,18.40112817,Worn Out,New,Weak
Motorcycle,79491,4,1,Petrol,Manual,52185,7,15.12230635,New,Good,Weak
Truck,69747,2,7,Diesel,Manual,37535,2,19.11246191,Good,Good,New
Car,61964,1,1,Petrol,Automatic,139083,1,17.25037318,New,Good,New
Truck,73263,0,10,Petrol,Automatic,42485,7,17.95408878,Good,New,New
Truck,42820,0,9,Diesel,Automatic,61983,3,17.35415199,Worn Out,Good,New
Motorcycle,63907,5,3,Electric,Automatic,88836,5,16.34413504,Good,New,Good
Van,64396,0,9,Petrol,Manual,92877,6,18.39782235,New,New,Good
Motorcycle,40739,3,9,Diesel,Manual,21514,6,17.23528557,New,Good,Weak
SUV,39228,3,6,Electric,Manual,123890,5,10.92434313,New,Worn Out,New
Car,44928,1,10,Diesel,Automatic,112172,2,17.14800937,Good,New,New
Van,42183,1,9,Electric,Manual,104062,8,14.25250602,Worn Out,Good,New
SUV,40845,1,6,Electric,Automatic,62451,1,18.93297423,Worn Out,Worn Out,Weak
Car,43160,3,3,Petrol,Automatic,48254,2,18.07039534,Worn Out,Good,New
Truck,71149,0,8,Diesel,Automatic,62512,8,17.22114362,New,Good,Good
SUV,55488,1,1,Electric,Manual,26553,5,10.51359152,Worn Out,Worn Out,New
Truck,39261,4,3,Petrol,Manual,119797,2,10.96589601,New,Good,Weak
Motorcycle,73996,0,6,Electric,Automatic,101310,8,14.64101375,Good,Worn Out,New
Motorcycle,67162,2,1,Petrol,Manual,24694,9,10.68445233,New,Good,Weak
Car,56813,0,1,Electric,Automatic,53667,3,14.90358624,Worn Out,Good,Good
Motorcycle,62838,3,8,Diesel,Manual,126439,10,18.73108896,Good,New,Weak
Truck,60409,2,10,Electric,Automatic,106409,1,11.60586112,Worn Out,Worn Out,New
SUV,77847,1,9,Electric,Manual,68528,9,14.04889532,New,Worn Out,New
SUV,70166,3,5,Petrol,Manual,3852,6,11.28329322,Worn Out,Good,Good
Bus,54556,0,10,Petrol,Automatic,7686,7,10.86595306,Worn Out,Worn Out,New
Motorcycle,46098,0,2,Diesel,Manual,148756,3,16.47097812,New,Good,Weak
Bus,36049,5,3,Diesel,Manual,84329,6,15.48968102,New,Good,Good
Truck,65726,4,6,Electric,Manual,95142,7,12.79349186,New,Good,Weak
Truck,65781,4,5,Electric,Manual,86858,10,14.23537839,Worn Out,Good,Weak
SUV,69210,0,9,Electric,Automatic,120139,8,16.08598547,New,Good,Good
Truck,48583,4,10,Petrol,Manual,84875,8,19.49725851,New,New,Weak
Motorcycle,77638,1,9,Electric,Automatic,120370,8,13.75605428,Good,Worn Out,Good
Van,67042,1,9,Petrol,Manual,133777,6,14.24321442,Good,Good,Good
SUV,31049,5,5,Electric,Manual,34890,4,11.33738319,Good,Good,New
Van,55163,0,5,Petrol,Automatic,46657,1,11.09600631,Worn Out,Good,New
Motorcycle,68566,3,4,Diesel,Manual,145968,9,16.11024076,New,Worn Out,New
SUV,46805,2,6,Electric,Automatic,82328,2,18.75377294,New,Worn Out,New
Motorcycle,60335,0,1,Electric,Automatic,83314,3,16.81134841,Worn Out,Worn Out,Weak
SUV,46810,3,9,Electric,Automatic,98740,5,18.71375231,Good,Good,New
Truck,59787,2,1,Electric,Automatic,75354,9,14.3862047,Good,New,Good
Truck,74185,4,10,Diesel,Manual,33649,4,18.82520404,Good,Good,Good
Bus,34496,5,2,Electric,Manual,86562,8,12.31383535,Worn Out,Worn Out,New
Car,58106,5,7,Diesel,Manual,64234,6,14.00964027,Worn Out,Worn Out,Good
Motorcycle,47179,1,2,Diesel,Manual,49109,10,15.48274614,Good,New,Good
Bus,30760,3,7,Electric,Manual,116574,4,19.46472069,Worn Out,New,New
Van,46976,4,5,Electric,Automatic,40853,9,13.86247007,New,Good,New
Car,75884,1,2,Electric,Automatic,68791,1,17.81739044,Worn Out,Worn Out,Good
Motorcycle,52445,0,7,Petrol,Automatic,142793,8,13.59210102,Good,Worn Out,Good
SUV,78192,5,2,Petrol,Automatic,17335,6,12.40742841,Worn Out,New,Good
Car,55373,0,4,Petrol,Automatic,95685,2,19.09239611,New,New,Weak
SUV,78637,4,8,Petrol,Manual,60701,4,16.67305949,Worn Out,Worn Out,Good
Bus,60644,4,8,Electric,Manual,117739,4,19.8529773,Worn Out,Good,Good
Truck,64100,1,9,Electric,Manual,28674,1,10.14922471,Worn Out,Good,Good
Van,36378,4,1,Petrol,Automatic,35883,1,14.56622983,Worn Out,Good,New
Van,63459,1,6,Electric,Automatic,48873,8,12.01295179,Worn Out,Good,Good
Bus,59535,3,10,Diesel,Automatic,139779,9,11.15177497,Good,Worn Out,Good
Motorcycle,54254,2,8,Electric,Manual,71786,10,10.45125666,Worn Out,Worn Out,Good
SUV,66650,4,7,Diesel,Automatic,38414,1,14.55581988,New,New,New
Bus,30617,5,8,Diesel,Automatic,92289,6,15.41105322,Good,Worn Out,New
Car,46161,4,8,Diesel,Automatic,30254,5,16.3679663,New,New,Good
Motorcycle,53685,2,9,Diesel,Manual,3552,10,12.76809425,Good,Worn Out,Good
Van,71961,2,2,Electric,Automatic,77044,8,13.4175112,Worn Out,Good,New
Motorcycle,58562,2,2,Electric,Manual,45721,6,13.11928619,Good,Worn Out,Weak
Car,37942,1,1,Electric,Automatic,59625,8,15.68217814,Good,Good,Weak
Truck,68961,1,5,Diesel,Manual,26467,3,17.33176164,New,New,Weak
Bus,74775,5,5,Electric,Manual,139885,10,14.4205873,Good,New,Weak
Bus,60750,5,3,Petrol,Automatic,28631,8,10.57596204,New,Good,New
Van,46358,4,9,Electric,Manual,71474,9,12.97872174,Good,New,Weak
Bus,50510,0,5,Petrol,Manual,26857,3,16.89061597,New,Good,Good
Truck,46921,0,6,Diesel,Automatic,76348,4,16.01015457,New,Worn Out,Weak
SUV,73666,0,9,Petrol,Manual,118758,10,14.98713474,Good,Good,Weak
Truck,53726,2,6,Diesel,Manual,87249,1,18.64052976,Worn Out,Good,Weak
Car,37326,4,4,Diesel,Automatic,22397,4,12.20528077,New,Good,New
Truck,50837,1,8,Electric,Automatic,126933,10,17.04519388,Worn Out,Good,Weak
Van,61424,2,7,Petrol,Automatic,125307,5,14.75302883,New,Good,Good
Truck,72180,2,3,Diesel,Automatic,97571,9,14.22704891,Worn Out,Worn Out,New
Van,47499,4,3,Petrol,Manual,118712,4,16.214984,Worn Out,Worn Out,New
Motorcycle,52315,2,9,Electric,Automatic,137791,8,13.03451541,Worn Out,New,New
Bus,66975,2,5,Electric,Automatic,146621,6,19.45937983,New,New,Weak
Bus,67068,4,8,Electric,Manual,69451,2,10.86733349,Worn Out,Good,Good
Van,49284,1,1,Petrol,Manual,27738,10,12.91785956,Good,Worn Out,Good
Truck,65114,2,10,Petrol,Manual,72106,4,16.57128728,Worn Out,New,Weak
SUV,59424,1,9,Diesel,Automatic,95331,6,18.66222815,Worn Out,Worn Out,Good
SUV,32792,4,10,Petrol,Automatic,95665,1,18.69717283,Worn Out,New,Good
Motorcycle,54003,4,4,Diesel,Manual,9833,3,14.63983545,Good,New,New
SUV,30356,2,5,Petrol,Automatic,107989,10,11.87213368,Good,New,New
Van,74165,0,2,Electric,Automatic,127936,1,17.20630018,Good,Worn Out,Good
Van,50689,4,9,Diesel,Manual,28360,3,19.02671948,Good,New,Weak
Bus,35420,1,2,Diesel,Automatic,23567,1,18.57635624,Worn Out,Good,Weak
Truck,55239,2,4,Petrol,Manual,141955,9,16.57792831,Worn Out,New,Good
Motorcycle,77171,1,7,Petrol,Manual,144954,8,16.78427305,Worn Out,Worn Out,Weak
SUV,49333,0,5,Electric,Automatic,130922,10,16.54815148,Good,New,Weak
Motorcycle,69605,5,2,Diesel,Automatic,23518,4,17.24315467,Worn Out,Good,Weak
Motorcycle,36475,0,5,Petrol,Automatic,36264,7,16.88403115,New,Worn Out,Good
Van,51008,3,2,Diesel,Automatic,110832,7,17.5440362,Good,Worn Out,Good
Bus,54676,4,4,Petrol,Manual,63030,7,11.19147077,Good,Worn Out,Weak
Van,40875,4,1,Petrol,Manual,86030,7,10.80147147,Good,Good,Good
Motorcycle,36606,0,10,Diesel,Automatic,31716,3,15.16252866,Worn Out,Good,New
Car,70012,1,1,Petrol,Manual,46119,9,12.40331587,Good,New,Good
Truck,36390,4,1,Electric,Automatic,110412,7,12.0921463,Worn Out,New,Weak
Van,46770,1,2,Electric,Manual,7512,9,13.52693185,Worn Out,Good,Good
Motorcycle,59942,3,7,Electric,Automatic,106224,1,16.685351,Worn Out,Good,New
